Name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
joshimath,17-02-2016,19.5,4.1,10.8,19.5,1.6,9.9,-4.8,37,0,0,0,,,,,13,321.9,,34.7,,233,20.1,8,,2016-02-17T06:51:13,2016-02-17T18:00:46,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
joshimath,18-02-2016,21.5,7.6,13.4,21.5,6.1,13.1,0,42.2,0,0,0,,,,,19.4,301.5,,53.3,,205.9,17.8,8,,2016-02-18T06:50:17,2016-02-18T18:01:34,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
joshimath,19-02-2016,19.8,10.6,14.3,19.8,10.6,14.3,4,51.8,0,0,0,,,,,11.9,315.6,,95.6,,97.3,8.4,4,,2016-02-19T06:49:20,2016-02-19T18:02:21,0.38,Overcast,Cloudy skies throughout the day.,cloudy,remote
joshimath,20-02-2016,15.7,8.5,11.7,15.7,7.4,11.6,6.2,69.6,8.6,100,87.5,rain,,,,11.5,309.6,,83.1,,136.1,11.7,5,,2016-02-20T06:48:22,2016-02-20T18:03:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,21-02-2016,20.4,5.9,11.7,20.4,4.9,11.5,2.4,56.9,0,0,0,,,,,25.2,275.4,,0.7,,241.3,20.9,9,,2016-02-21T06:47:23,2016-02-21T18:03:54,0.45,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,22-02-2016,20.9,7.5,12.7,20.9,6.5,12.5,-3.2,35.9,0,0,0,,,,,25.9,264.6,,0,,249.6,21.5,9,,2016-02-22T06:46:23,2016-02-22T18:04:40,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,23-02-2016,19.7,7.1,12,19.7,7.1,12,-4,34.5,0,0,0,,,,,22.7,230.2,,0.4,,244,20.9,9,,2016-02-23T06:45:22,2016-02-23T18:05:26,0.52,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,24-02-2016,20.3,4.8,11.5,20.3,4.8,11.4,-7.3,29.6,0,0,0,,,,,23,242.8,,0,,255.4,22,9,,2016-02-24T06:44:21,2016-02-24T18:06:11,0.55,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,25-02-2016,19.4,6.6,11.6,19.4,6.6,11.5,-6.4,29.8,0,0,0,,,,,17.6,219.6,,10.5,,248.8,21.3,9,,2016-02-25T06:43:18,2016-02-25T18:06:56,0.58,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,26-02-2016,19.7,6.2,11.9,19.7,5.3,11.7,-4.3,34.2,0,0,0,,,,,18.4,230.8,,32.9,,234.7,20.3,8,,2016-02-26T06:42:15,2016-02-26T18:07:41,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,27-02-2016,19.1,6.6,11.9,19.1,6.6,11.9,-3.9,34.8,0,0,0,,,,,18.7,226.1,,1.3,,235,20.2,8,,2016-02-27T06:41:11,2016-02-27T18:08:25,0.65,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,28-02-2016,19.7,6.9,12.1,19.7,6.2,12.1,-3.4,35.8,0,0,0,,,,,16.2,219,,1.6,,230.2,19.8,8,,2016-02-28T06:40:06,2016-02-28T18:09:08,0.68,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,29-02-2016,18.9,8.3,12.2,18.9,7.5,12.2,-2.5,37.7,0,0,0,,,,,15.5,228.7,,44.5,,207.7,17.9,7,,2016-02-29T06:39:00,2016-02-29T18:09:52,0.71,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
joshimath,01-03-2016,20.3,6.5,12.5,20.3,5.2,12.1,-2.1,38.5,0,0,0,,,,,20.9,264,,17.2,,230.7,19.9,8,,2016-03-01T06:37:54,2016-03-01T18:10:35,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,02-03-2016,18.8,8.3,12.7,18.8,7.3,12.5,0.4,43.9,0,0,0,,,,,18.7,276.9,,74.5,,147.4,12.9,5,,2016-03-02T06:36:47,2016-03-02T18:11:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,03-03-2016,21.8,6.8,13.6,21.8,5,13.1,0.4,44.1,0,0,0,,,,,24.8,269.6,,27.7,,245.1,21.2,9,,2016-03-03T06:35:39,2016-03-03T18:12:00,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
joshimath,04-03-2016,22.4,8.6,14.6,22.4,7.3,14.3,0.1,40.3,0,0,0,,,,,21.6,270,,50.6,,248.6,21.5,9,,2016-03-04T06:34:31,2016-03-04T18:12:42,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,05-03-2016,20.7,7.1,13.7,20.7,5.3,13.3,0.2,42.6,0,0,0,,,,,15.5,202,,22.9,,212.7,18.3,7,,2016-03-05T06:33:22,2016-03-05T18:13:24,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,06-03-2016,20.1,7.7,13.2,20.1,6.3,13,1.6,48.1,1.1,100,45.83,rain,,,,20.9,160,,42.3,,208,17.9,7,,2016-03-06T06:32:13,2016-03-06T18:14:05,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,07-03-2016,19.6,7.9,13,19.6,7,12.8,2.7,53.2,0.3,100,12.5,rain,,,,14,218.7,,31.5,,243.9,21.1,8,,2016-03-07T06:31:03,2016-03-07T18:14:46,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
joshimath,08-03-2016,20.8,7.2,13.5,20.8,5.6,13.1,1.1,46.6,0,0,0,,,,,17.6,246.6,,28.7,,254.9,22.2,9,,2016-03-08T06:29:53,2016-03-08T18:15:27,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,09-03-2016,20,8.5,13.5,20,7.6,13.3,1,44.2,0,0,0,,,,,18,221.3,,74.9,,189,16.2,7,,2016-03-09T06:28:42,2016-03-09T18:16:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,10-03-2016,22.2,7.9,14.4,22.2,6.9,14.2,1.8,45.2,0,0,0,,,,,22,258.8,,44,,251.4,21.7,9,,2016-03-10T06:27:31,2016-03-10T18:16:48,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
joshimath,11-03-2016,19.5,11,14.4,19.5,11,14.4,3.8,50,2.6,100,41.67,rain,,,,16.6,303.2,,95,,148.7,12.8,6,,2016-03-11T06:26:20,2016-03-11T18:17:28,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,12-03-2016,20.1,9.1,13.7,20.1,8,13.5,3.7,54.3,7.8,100,91.67,rain,,,,15.5,312.3,,86.4,,185.2,15.8,8,,2016-03-12T06:25:08,2016-03-12T18:18:08,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,13-03-2016,15.2,8.1,11.2,15.2,6.8,10.9,7,76.7,19.4,100,100,rain,,,,16.2,115.8,,79.4,,153.3,13.1,5,,2016-03-13T06:23:56,2016-03-13T18:18:47,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,14-03-2016,12.4,6.3,9.2,12.4,5.1,8.8,4.7,74.6,8.3,100,75,rain,,,,9,261.5,,64.2,,129.6,11.4,4,,2016-03-14T06:22:43,2016-03-14T18:19:27,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,15-03-2016,17,3.5,10.1,17,1.6,9.7,1.6,58.8,0,0,0,,,,,16.2,276.9,,41.3,,248.5,21.5,9,,2016-03-15T06:21:30,2016-03-15T18:20:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,16-03-2016,21,4.9,12.1,21,3.8,11.8,-0.2,46.6,0,0,0,,,,,23,253.4,,27.5,,285.6,24.8,10,,2016-03-16T06:20:17,2016-03-16T18:20:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,17-03-2016,19.7,8.8,13,19.7,7.7,13,2.3,50.6,1.5,100,25,rain,,,,18,197.2,,66.9,,203.6,17.8,8,,2016-03-17T06:19:04,2016-03-17T18:21:23,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
joshimath,18-03-2016,18.6,6.9,12.3,18.6,5.6,11.9,5.3,65.6,1.1,100,29.17,rain,,,,10.1,243.5,,26.5,,235.4,20.3,8,,2016-03-18T06:17:51,2016-03-18T18:22:02,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,19-03-2016,21.2,7.4,13.9,21.2,5.8,13.5,3.6,53.2,0,0,0,,,,,16.2,274.4,,7,,271.5,23.4,9,,2016-03-19T06:16:37,2016-03-19T18:22:40,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,20-03-2016,21,8.3,14,21,7.2,13.8,3.4,52.7,1.1,100,41.67,rain,,,,18,261.6,,5.3,,279.8,24.3,9,,2016-03-20T06:15:23,2016-03-20T18:23:19,0.39,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,21-03-2016,20.5,7.3,12.9,20.5,6.3,12.5,0,46,0,0,0,,,,,25.6,271.6,,0.5,,300.6,25.8,10,,2016-03-21T06:14:10,2016-03-21T18:23:57,0.42,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,22-03-2016,24.1,7.2,14.6,24.1,6,14.3,-3.9,33.1,0,0,0,,,,,27.4,285.7,,0,,309.9,26.7,10,,2016-03-22T06:12:56,2016-03-22T18:24:35,0.46,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,23-03-2016,25.6,7.8,16.4,25.6,6.4,16.2,-3.4,28.7,0,0,0,,,,,26.3,232.8,,17.9,,303.8,26.3,10,,2016-03-23T06:11:42,2016-03-23T18:25:13,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,24-03-2016,25.9,9.8,17.5,25.9,8.5,17.5,0.2,33.9,0,0,0,,,,,19.4,249.8,,41.9,,267,23.1,10,,2016-03-24T06:10:28,2016-03-24T18:25:51,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
joshimath,25-03-2016,25.1,12.3,18,25.1,12.3,18,1.9,36.7,0,0,0,,,,,16.2,247.1,,85.6,,230,19.9,8,,2016-03-25T06:09:14,2016-03-25T18:26:28,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,26-03-2016,23.9,12.1,17.3,23.9,12.1,17.3,3.7,43.8,0.9,100,20.83,rain,,,,20.2,290,,87.7,,196.7,16.8,7,,2016-03-26T06:08:00,2016-03-26T18:27:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,27-03-2016,21.3,11.2,15.5,21.3,11.2,15.5,5.9,56.5,0.3,100,12.5,rain,,,,14.8,188.8,,78.8,,207.7,17.8,7,,2016-03-27T06:06:46,2016-03-27T18:27:44,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,28-03-2016,23,8.2,15.2,23,6.8,15,3,48.6,0,0,0,,,,,22.7,242.9,,32.5,,286.4,24.7,9,,2016-03-28T06:05:33,2016-03-28T18:28:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,29-03-2016,23.7,11.1,16.6,23.7,11.1,16.6,3.1,42.3,0,0,0,,,,,20.9,220.6,,88.7,,249.5,21.6,8,,2016-03-29T06:04:19,2016-03-29T18:28:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,30-03-2016,23.9,10.7,16.7,23.9,10.7,16.7,4.5,47.2,0,0,0,,,,,22.7,220.5,,52.6,,270.3,23.3,9,,2016-03-30T06:03:06,2016-03-30T18:29:36,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,31-03-2016,25.2,9.6,16.9,25.2,8.5,16.9,2.7,43,0,0,0,,,,,25.9,255,,15.8,,301.5,25.9,10,,2016-03-31T06:01:53,2016-03-31T18:30:14,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,01-04-2016,26.5,11.3,18.7,26.5,11.3,18.7,4,41.3,0,0,0,,,,,22.7,232.3,,63,,295.1,25.3,9,,2016-04-01T06:00:40,2016-04-01T18:30:51,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
joshimath,02-04-2016,27.6,12.1,19.8,26.6,12.1,19.7,7.3,47.1,0,0,0,,,,,25.6,250.8,,63.9,,289.7,25,9,,2016-04-02T05:59:27,2016-04-02T18:31:29,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,03-04-2016,28.9,14.4,20.6,27.5,14.4,20.4,8.6,49.7,0,0,0,,,,,23,256.7,,88,,245.4,21.1,10,,2016-04-03T05:58:14,2016-04-03T18:32:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,04-04-2016,25.7,14.8,19.9,25.7,14.8,19.9,7.2,46.5,0,0,0,,,,,18.7,265.1,,89.3,,203.3,17.5,7,,2016-04-04T05:57:02,2016-04-04T18:32:44,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,05-04-2016,25.4,11.1,18.4,25.4,11.1,18.4,5.1,44.8,0,0,0,,,,,16.9,290.4,,84.8,,201.8,17.3,8,,2016-04-05T05:55:50,2016-04-05T18:33:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,06-04-2016,20.5,12.8,16.6,20.5,12.8,16.6,4.5,46.3,0.9,100,20.83,rain,,,,10.8,317.8,,57.6,,169.3,14.6,5,,2016-04-06T05:54:38,2016-04-06T18:33:59,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,07-04-2016,23.7,10.5,16.7,23.7,10.5,16.7,5.2,50.3,5.4,100,58.33,rain,,,,18.4,182.6,,55.8,,254.5,21.9,8,,2016-04-07T05:53:27,2016-04-07T18:34:36,0,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,remote
joshimath,08-04-2016,24.1,9,16.5,24.1,7.6,16.3,3.9,48.1,0.3,100,8.33,rain,,,,16.6,196.8,,15.8,,313.3,27.2,10,,2016-04-08T05:52:16,2016-04-08T18:35:14,0.03,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,09-04-2016,25.6,11.3,17.8,25.6,11.3,17.8,1.8,38.5,0,0,0,,,,,19.4,267.4,,41.5,,304.2,26.5,10,,2016-04-09T05:51:06,2016-04-09T18:35:52,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,10-04-2016,25.9,11.4,18.5,25.9,11.4,18.5,3.2,39.5,0,0,0,,,,,23,283.4,,71,,253.3,21.9,8,,2016-04-10T05:49:56,2016-04-10T18:36:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,11-04-2016,26.6,12.2,18.6,26.6,12.2,18.6,3.3,40.3,0,0,0,,,,,24.5,272.2,,8.4,,317.2,27.4,10,,2016-04-11T05:48:47,2016-04-11T18:37:07,0.13,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,12-04-2016,26.3,10.6,18,26.3,10.6,18,2.4,39.2,0,0,0,,,,,24.8,262.7,,10.8,,328.2,28.4,10,,2016-04-12T05:47:38,2016-04-12T18:37:45,0.16,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,13-04-2016,27.2,12.1,19.1,26.3,12.1,18.9,1.6,34.4,0,0,0,,,,,30.6,266.3,,1.8,,328.2,28.3,10,,2016-04-13T05:46:29,2016-04-13T18:38:23,0.2,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,14-04-2016,27.8,13.1,19.8,26.5,13.1,19.6,1.9,33.5,0,0,0,,,,,28.4,255.2,,2.9,,323,27.8,10,,2016-04-14T05:45:21,2016-04-14T18:39:02,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,15-04-2016,29.6,15.4,21.6,27.8,15.4,21.3,-0.7,24.6,0,0,0,,,,,23.8,253.7,,53.9,,302.2,25.9,10,,2016-04-15T05:44:14,2016-04-15T18:39:40,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,16-04-2016,30.5,16.2,22.3,28.5,16.2,21.9,2.4,28.2,0,0,0,,,,,29.2,265,,61.9,,258.7,22.4,9,,2016-04-16T05:43:07,2016-04-16T18:40:18,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,17-04-2016,30.2,17.2,23.1,28.4,17.2,22.6,5.4,33.5,0.1,100,4.17,rain,,,,21.6,226.9,,50.8,,303.3,26.2,10,,2016-04-17T05:42:01,2016-04-17T18:40:57,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,remote
joshimath,18-04-2016,26.6,17.7,21.7,26.6,17.7,21.7,7.2,40.8,3.5,100,66.67,rain,,,,15.8,243.7,,30.1,,254.2,22,8,,2016-04-18T05:40:56,2016-04-18T18:41:35,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,19-04-2016,26.5,15.7,20.5,26.5,15.7,20.5,7.4,45.2,0,0,0,,,,,18.4,264.8,,72,,203.5,17.5,7,,2016-04-19T05:39:51,2016-04-19T18:42:14,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,20-04-2016,29.4,15.2,21.5,27.7,15.2,21.1,5.2,38.2,0,0,0,,,,,24.1,265.4,,50.8,,304,26.3,10,,2016-04-20T05:38:47,2016-04-20T18:42:52,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,21-04-2016,29.4,14.6,21.5,27.6,14.6,21,0.7,28.6,0,0,0,,,,,29.5,265.4,,4.8,,339.3,29.4,10,,2016-04-21T05:37:44,2016-04-21T18:43:31,0.47,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,22-04-2016,28,14.3,20.5,26.7,14.3,20.3,2,31.2,1.9,100,37.5,rain,,,,26.3,261.8,,8.2,,331,28.7,10,,2016-04-22T05:36:42,2016-04-22T18:44:10,0.5,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,23-04-2016,25.7,11.4,18.1,25.7,11.4,18.1,2.7,41.6,1,100,16.67,rain,,,,25.6,257.9,,10,,331.5,28.6,10,,2016-04-23T05:35:40,2016-04-23T18:44:49,0.54,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,24-04-2016,25.1,10.9,17.5,25.1,10.9,17.5,-5.1,23.9,0,0,0,,,,,28.4,270.3,,0.3,,345.1,29.8,10,,2016-04-24T05:34:39,2016-04-24T18:45:28,0.57,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,25-04-2016,27.1,11,18.7,26.7,11,18.7,-5.5,21.9,0,0,0,,,,,28.1,273.1,,67.9,,293.8,25.3,9,,2016-04-25T05:33:39,2016-04-25T18:46:08,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,26-04-2016,28.6,11.9,19.9,27,11.9,19.6,-6.8,18.2,0,0,0,,,,,24.8,271.4,,65,,337,29.2,10,,2016-04-26T05:32:40,2016-04-26T18:46:47,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,27-04-2016,28.6,12.8,20.2,27,12.8,19.9,-4.9,20,0,0,0,,,,,28.4,268.7,,23.2,,321.2,27.7,10,,2016-04-27T05:31:42,2016-04-27T18:47:26,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,28-04-2016,28.7,13.5,20.7,27.1,13.5,20.3,-3.4,21.8,0,0,0,,,,,29.5,265,,1.1,,323.4,27.9,10,,2016-04-28T05:30:45,2016-04-28T18:48:06,0.71,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,29-04-2016,28.5,13.8,20.9,26.9,13.8,20.6,-3.5,20.8,0,0,0,,,,,29.2,267.2,,3,,326.9,28.3,10,,2016-04-29T05:29:48,2016-04-29T18:48:46,0.74,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,30-04-2016,27.9,15.1,21.2,26.6,15.1,21,-3.2,20.4,0,0,0,,,,,20.2,223.2,,26.1,,265.3,22.9,9,,2016-04-30T05:28:53,2016-04-30T18:49:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,01-05-2016,31.5,14.4,22.9,29.3,14.4,22.3,-4.5,17.2,0,0,0,,,,,27.4,265,,5.2,,315.6,27.2,10,,2016-05-01T05:27:59,2016-05-01T18:50:05,0.81,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,02-05-2016,32.4,17.1,24.6,30.1,17.1,23.8,-4.8,14.7,0,0,0,,,,,25.6,238,,10.5,,321.6,27.8,10,,2016-05-02T05:27:05,2016-05-02T18:50:45,0.84,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,03-05-2016,26.4,17.1,21.6,26.4,17.1,21.6,1.1,27,0,0,0,,,,,19.8,212.9,,93.3,,201,17.5,7,,2016-05-03T05:26:13,2016-05-03T18:51:24,0.88,Overcast,Cloudy skies throughout the day.,cloudy,remote
joshimath,04-05-2016,27.8,16.4,20.8,26.7,16.4,20.7,7.4,43.9,3.9,100,58.33,rain,,,,26.3,248.2,,59.5,,244.5,21.2,9,,2016-05-04T05:25:22,2016-05-04T18:52:04,0.91,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,remote
joshimath,05-05-2016,22.2,14.2,17.6,22.2,14.2,17.6,8.8,58,13.3,100,75,rain,,,,15.8,234.3,,81.3,,206.5,17.9,7,,2016-05-05T05:24:32,2016-05-05T18:52:44,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,06-05-2016,21.6,12.7,16.9,21.6,12.7,16.9,10.8,68.9,1.7,100,58.33,rain,,,,18.4,243.5,,61.6,,176.2,15.2,6,,2016-05-06T05:23:42,2016-05-06T18:53:24,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,07-05-2016,19.9,13.3,16.2,19.9,13.3,16.2,12.1,78.6,3.5,100,37.5,rain,,,,13.3,180.3,,93.5,,132.5,11.4,5,,2016-05-07T05:22:55,2016-05-07T18:54:04,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,remote
joshimath,08-05-2016,22.2,14.1,17.6,22.2,14.1,17.6,12.5,73.4,13.4,100,54.17,rain,,,,16.6,197.6,,91.3,,167.3,14.5,7,,2016-05-08T05:22:08,2016-05-08T18:54:44,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,09-05-2016,23,14.3,18.8,23,14.3,18.8,12.9,70.4,4.1,100,70.83,rain,,,,14.4,195.9,,60.8,,194.9,16.9,7,,2016-05-09T05:21:22,2016-05-09T18:55:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,10-05-2016,22.9,15.7,19.3,22.9,15.7,19.3,12.2,64.6,0.9,100,37.5,rain,,,,13,165.1,,66.3,,173.8,14.9,5,,2016-05-10T05:20:38,2016-05-10T18:56:03,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,11-05-2016,25.1,14.4,19.1,25.1,14.4,19.1,12,66.1,0.5,100,20.83,rain,,,,15.5,161.8,,59.9,,225.3,19.4,8,,2016-05-11T05:19:54,2016-05-11T18:56:43,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,12-05-2016,24.8,15,19.9,24.8,15,19.9,11.5,60.5,0,0,0,,,,,17.3,237,,25.5,,257,22.1,7,,2016-05-12T05:19:12,2016-05-12T18:57:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,13-05-2016,28.1,14.6,21.3,27,14.6,21.1,9.5,49.8,0.1,100,4.17,rain,,,,23.8,244.7,,10.6,,322.6,27.8,10,,2016-05-13T05:18:32,2016-05-13T18:58:01,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,remote
joshimath,14-05-2016,29.8,16.7,22.4,28.3,16.7,22,9.1,45.7,1,100,29.17,rain,,,,24.8,253,,6.4,,336.3,28.9,10,,2016-05-14T05:17:52,2016-05-14T18:58:41,0.25,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,15-05-2016,30.3,17.4,23,28.5,17.4,22.5,7.8,40.9,0.5,100,16.67,rain,,,,29.2,259,,6.1,,331.6,28.6,10,,2016-05-15T05:17:14,2016-05-15T18:59:20,0.28,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,16-05-2016,30.9,15.9,23.1,28.8,15.9,22.5,4.6,34.3,0,0,0,,,,,24.5,261.7,,0.5,,363.1,31.3,10,,2016-05-16T05:16:37,2016-05-16T18:59:59,0.31,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,17-05-2016,30.1,17.5,23.5,28.3,17.5,23,5.8,34.3,0,0,0,,,,,27,256.9,,7.4,,327,28.1,10,,2016-05-17T05:16:02,2016-05-17T19:00:37,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,18-05-2016,31.9,16.8,24.5,29.7,16.8,23.7,5.3,31.6,0,0,0,,,,,19.4,212.4,,1,,352.4,30.3,10,,2016-05-18T05:15:27,2016-05-18T19:01:16,0.38,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,19-05-2016,30.6,16.5,23.6,28.8,16.5,23,7.6,38.7,0,0,0,,,,,22,217.8,,5.3,,332.8,29,10,,2016-05-19T05:14:54,2016-05-19T19:01:54,0.41,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,20-05-2016,30.3,18,23.6,28.8,18,23.2,9.5,42.8,2.6,100,50,rain,,,,24.8,233.7,,6.8,,328.3,28.6,10,,2016-05-20T05:14:23,2016-05-20T19:02:32,0.45,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,21-05-2016,29.9,17.8,23.5,28.1,17.8,23,7.8,39.6,2,100,25,rain,,,,29.2,252.5,,16.5,,327,28.3,10,,2016-05-21T05:13:53,2016-05-21T19:03:09,0.48,Rain,Clear conditions throughout the day with rain clearing later.,rain,remote
joshimath,22-05-2016,31.9,17.2,24.4,29.9,17.2,23.8,7.9,37.9,0.4,100,12.5,rain,,,,27,253,,6.2,,343.5,29.7,10,,2016-05-22T05:13:24,2016-05-22T19:03:47,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
joshimath,23-05-2016,30.7,17.8,23.5,29,17.8,23.1,9.9,44.9,2.3,100,54.17,rain,,,,25.6,220.4,,8.7,,324.9,28.3,10,,2016-05-23T05:12:57,2016-05-23T19:04:24,0.55,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,24-05-2016,28,16.9,21.5,27.1,16.9,21.4,11.2,55.2,1.1,100,41.67,rain,,,,27.4,250.1,,24.7,,324,27.8,10,,2016-05-24T05:12:31,2016-05-24T19:05:00,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
